X,Y,RxPow
1368.9,-1650.5,-39.891
1383.4,-2046.7,-44.214
1484.3,-1986.4,-48.967
1421.5,-2148.8,-47.819
1047.8,-1539.8,-27.071
1429.1,-1883,-46.094
1535.4,-1940,-50.177
1176.4,-2149,-41.121
1381.3,-1604.5,-44.48
1131,-1302.6,-36.671
863.24,-1744.3,-18.19
718.3,-2138.8,-44.471
646.17,-1417.2,-37.706
976.3,-2054.4,-36.125
601.98,-2151.3,-44.484
1406.7,-2029.9,-41.433
771.36,-1323.8,-38.023
861.19,-1537.1,-22.673
858.95,-2035.6,-35.644
1216.6,-1310,-40.237
784.57,-1709.4,-27.986
630.07,-1764.6,-35.786
1245.9,-1607.3,-39.15
1142.2,-1992.7,-37.392
1102.3,-1895.3,-33.933
1316.2,-1824.1,-41.821
1319.7,-1484.5,-44.793
1286.8,-2075.1,-44.488
574.64,-1614.8,-37.458
934.43,-1917.7,-21.044
574.44,-1638.1,-34.864
914.92,-2299.5,-46.312
874.82,-1750.1,-18.338
1171,-1780.5,-29.384
406.89,-1614.3,-38.68
176.22,-2368.3,-45.33
-237.95,-2171.8,-45.264
529.07,-1792.8,-38.068
281.73,-1828.3,-32.682
51.618,-1278.2,-42.314
-278.6,-2141.5,-42.789
-240.94,-1810.5,-30.377
30.474,-2373.7,-46.746
386.43,-2054.8,-41.23
-39.16,-2127.7,-36.069
-412.67,-1853.3,-40.27
-383.59,-1596.3,-39.094
392.42,-2005.9,-40.541
-219.27,-1757.5,-28.138
386.94,-2111.2,-41.956
0.93004,-2279.8,-43.069
-272.91,-1816.2,-32.389
-122.5,-1455.4,-37.881
398.84,-1846.6,-36.37
-109.25,-2034.1,-31.918
174.95,-1542.5,-28.858
508.44,-2018.8,-43.631
-370.98,-1975,-40.193
-196.91,-2094.4,-40.112
293.81,-1574.9,-33.262
157.77,-2272.4,-43.766
329.82,-1758.5,-35.826
-416.57,-1540.8,-43.684
-322.14,-2189.2,-47.291
153.15,-1416.7,-36.295
-449.62,-1615.6,-42.913
375.14,-1345.4,-41.12
-61.996,-1437.1,-36.275
-221.56,-1719.6,-31.746
135.5,-1976.4,-25.013
44.462,-1822.9,-14.68
-147.17,-1492.3,-38.861
-118.12,-2329.5,-48.204
294.7,-1576.8,-34.409
-101.12,-1577.4,-36.023
-57.017,-1978.3,-18.835
471.94,-2075.5,-42.823
-97.695,-1535.1,-38.613
-318.01,-2223.5,-45.182
195.22,-1300.1,-41.539
-376.52,-1692.8,-39.651
188.26,-2255.3,-42.415
-73.184,-1917.9,-13.139
170.38,-1741.7,-24.817
-341.17,-1453.2,-43.262
444.11,-1406.9,-40.842
419.2,-2016.2,-39.271
-255.93,-1509.6,-42.626
-222.88,-1529.5,-37.153
518.77,-2026.9,-41.071
144.79,-2247.3,-40.677
371.12,-2190.3,-43.48
75.191,-1562.8,-27.26
612.56,-1778.8,-34.738
232.8,-1594.8,-28.963
-0.40612,-2260.8,-42.593
373.76,-2101.8,-39.549
136.21,-1424.2,-35.391
-182.17,-2027.8,-34.079
-497.39,-1889.9,-42.068
90.83,-1350.9,-38.9
271.04,-1937.6,-34.574
285.49,-1587.4,-32.816
126.93,-2225.1,-39.478
238,-2271.1,-44.224
110.68,-1378.6,-39.351
49.083,-1642.1,-21.567
32.033,-1402.5,-37.523
2.3412,-1521.7,-32.089
-232.9,-1588.6,-37.773
-127.8,-1818.9,-24.03
414.24,-1713.5,-39.513
-123.56,-2044.1,-29.354
250.1,-2042.2,-33.169
-210.43,-2028,-37.074
103.07,-1287.1,-40.726
296.05,-1775.5,-33.403
304.64,-1807.2,-34.847
-407.29,-1650.8,-40.968
-66.876,-2070.5,-30.658
-470.41,-1741.1,-41.611
324.56,-2249.1,-43.791
255.7,-1817.3,-28.074
32.468,-1510.4,-29.134
-263.92,-1486.9,-38.943
-7.3628,-2351.6,-38.453
203.1,-2307.4,-43.862
52.08,-1440.4,-31.243
261.45,-1762.7,-27.207
-141.32,-2228.1,-45.212
-477.32,-1785.4,-42.079
-342.11,-1796.7,-37.832
444.15,-1647.3,-38.655
-100.75,-2192.7,-39.314
-1154.8,-1767.5,-20.662
-1016.4,-2243.8,-45.169
-1017.9,-1802.9,-11.437
-1144.7,-1657.7,-4.7661
-593.07,-1835.5,-40.64
-604.66,-1688.5,-39.498
-951.18,-1905.3,-28.415
-1024.5,-1466.2,-26.183
-915.96,-2279.5,-47.931
-864.94,-1485.1,-20.823
-1039.8,-1485.4,-23.934
-876.27,-1844.2,-26.026
-851.89,-1778,-26.457
-1174.6,-1437.8,-33.775
-846.44,-2216.7,-44.605
-779.26,-1477.2,-30.48
-450.81,-2122.2,-43.678
-494.57,-1675.3,-41.083
-465.06,-1801.5,-40.507
-1041.4,-2289.4,-50.094
-966.17,-2245.2,-46.502
-662.51,-1465.5,-37.515
-673.09,-2113.6,-44.38
-952.67,-2182.6,-43.175
-1058.6,-1226.6,-41.494
-752.6,-2210.3,-46.827
-959.25,-1357.4,-33.492
-960.69,-1936,-35.328
-980.6,-1770.2,-22.916
-909.69,-2055.7,-41.278
-1127.9,-2248.4,-48.372
-1285.3,-1841.2,-36.867
-643.03,-2133.8,-42.566
-343.5,-1809.5,-36.787
-406.48,-1621.2,-41.422
-840.19,-2263,-46.35
-1352.1,-1505.9,-36.547
-683.06,-1532.2,-37.608
-1289.6,-1436.5,-37.41
-672.73,-2204.2,-46.828
-651.79,-2154.4,-45.118
-978.39,-1600.9,-13.007
-802.31,-1705.6,-27.142
-828.2,-1302.6,-36.954
-338.66,-1545.3,-43.463
-462.27,-2048.3,-42.183
-567.67,-1996.8,-43.008
-981.29,-1282,-40.448
-561.2,-1764.8,-41.306
-979.17,-1792.7,-4.7015
-557.82,-1845.1,-42.336
-737.23,-2092.3,-42.62
-734.93,-1211.5,-39.439
-1166.3,-2092.8,-41.662
-718.46,-2117,-44.628
-1041.6,-1334.1,-37.367
-415.13,-1616.3,-41.069
-855.88,-1993.6,-41.323
-1096.9,-2284.5,-48.723
-723.53,-2237.5,-44.519
-400.13,-1891.7,-38.265
-1388.9,-1685,-35.996
-509.49,-1398.5,-41.182
-1044,-1851.1,-25.187
-669.99,-1710.2,-37.469
-578.53,-1258.6,-41.126
-1363.2,-1486.6,-41.282
-1190.6,-1437.4,-33.434
-814.16,-1783.8,-27.468
-845.57,-1264.3,-37.615
-1277.2,-1640.9,-24.876
-1155.3,-1472.1,-32.807
-825.42,-1553.8,-23.352
-1127.9,-2239.9,-47.005
-582.63,-1483.3,-40.831
-958.82,-1890.8,-25.243
-753.21,-1585.2,-33.324
-585.21,-1895.6,-39.173
-542.08,-2012.8,-41.76
-1335.6,-1464,-35.838
-1181,-2061.9,-45.627
-756.6,-1809.8,-33.913
-1163.7,-1865.9,-32.602
-1043,-2116.4,-41.554
-1081.9,-1251.1,-38.701
-760.31,-1263.4,-39.502
-1303.2,-1697.6,-27.197
-939.35,-1283,-37.161
-950.27,-2313.5,-46.759
-1285.4,-2082,-49.521
-1108.1,-1603.8,-18.011
-470.32,-1948.8,-40.806
-1253.4,-1395.5,-37.847
-673.41,-1994.8,-42.063
-1050.5,-1526.3,-20.278
-712.26,-1208.8,-41.388
-739.62,-1933.8,-37.397
-499.98,-1712.6,-41.934
-1313.5,-1590.1,-32.058
-491.56,-2097.6,-43.576
-1305.7,-1379.4,-39.834
-1409,-1382.9,-41.289
-1431.4,-791.22,-12.323
-1555.6,-1226.6,-38
-1418.8,-1119.9,-34.789
-987.11,-876.92,-40.751
-1530.8,-671.83,-29.747
-1150.5,-1344.4,-39.245
-1776.5,-708.5,-35.787
-1623.5,-1317.5,-41.867
-1267.7,-911.21,-32.051
-953.18,-666.75,-42.748
-1117.7,-1416.2,-33.287
-1104.1,-832.55,-40.568
-1201.7,-1487.3,-31.555
-1217.3,-610.64,-34.458
-1237.9,-488.95,-41.33
-1010.5,-1006.3,-40.417
-1008.5,-773.35,-38.72
-1669.3,-1469.6,-44.856
-1595.8,-1469.8,-43.477
-1879.4,-694.58,-38.948
-1201.4,-807.42,-37.766
-1820.3,-1029.8,-29.295
-1185.2,-1070,-39.203
-1268.9,-1087.6,-37.87
-1402.8,-916.68,-18.739
-1239,-955.46,-33.118
-1401,-1240.4,-40
-1834.7,-947.67,-27.151
-984.31,-1221,-40.184
-1313.5,-832.68,-19.857
-1617.9,-1144.6,-31.637
-1789.4,-1296.5,-45.955
-1249.5,-1272.3,-39.92
-1822.6,-994.45,-28.356
-862.83,-1077.5,-40.425
-1596.9,-1038.5,-20.91
-1360,-952.44,-28.744
-1543.7,-1163,-32.77
-1206.1,-638.95,-35.99
-1266.3,-672.94,-30.121
-1651.6,-1167.4,-34.504
-1740.3,-1050.3,-30.65
-1857.2,-665.91,-38.45
-1130.7,-1198.6,-42.977
-1510.3,-1151.3,-34.649
-1669.3,-940.18,-14.983
-1420.2,-887.41,-22.592
-1253.2,-1128.7,-36.836
-1555.5,-691.09,-27.413
-1622.4,-1250.3,-41.266
-1455.3,-804.9,-6.3264
-1732.1,-818.74,-23.669
-1346.8,-919.59,-25.001
-1717.3,-1144,-34.681
-1819.3,-1299.5,-48.41
-1393.9,-1264.6,-38.61
-1104.6,-1024.7,-40.214
-1763.7,-1065.4,-36.4
-1430.1,-642.64,-29.792
-1525.8,-1554.6,-42.856
-1641.4,-1039.6,-21.523
-1059.8,-644.63,-40.914
-1387,-917.28,-23.266
-1084.6,-1296.3,-38.465
-1773.7,-828.52,-24.056
-1143,-1428.7,-32.934
-1557.4,-1266.9,-40.002
-1100.8,-592.01,-40.146
-1536.6,-550.6,-40.174
-1133,-548.97,-38.571
-1944.1,-886.89,-33.914
-1050.8,-855.37,-41.706
-1258.4,-601.73,-34.063
-1175.7,-1334.3,-39.728
-974.4,-971.66,-40.596
-1673.5,-695.37,-30.134
-1447.3,-1421.8,-40.606
-1620.4,-498.18,-39.731
-1660.1,-1057.8,-23.708
-1966.9,-1000.1,-38.892
-1477.1,-1345.8,-44.388
-1599.9,-1316.3,-40.118
-1846.7,-1293,-45.182
-1257.2,-498.38,-34.071
-1754.5,-1065.9,-31.711
-1334.6,-1587,-32.514
-1556.9,-513.19,-38.524
-1783.3,-873.89,-20.427
-1685.9,-883.23,-16.708
-1040.2,-1141.3,-41.555
-1205.8,-1270.2,-41.711
-966.87,-1084.2,-41.799
-1309.6,-1314.4,-41.746
-1720.5,-1112.2,-32.845
-1520.7,-1010.7,-25.247
-1440.5,-761.54,-16.249
-1799.6,-626.98,-40.278
-1899.3,-1297.1,-48.925
-1852,491.99,-39.971
-2328.9,239.01,-43.81
-1358.3,-70.224,-38.479
-1331.8,18.247,-36.888
-2118.1,568.06,-43.558
-1784.3,408.9,-37.87
-1910.5,123.31,-20.37
-2345.1,-210.7,-34.901
-1950.5,246.99,-21.353
-1425,126.72,-41.079
-1948.6,452,-39.706
-2399.1,1.7689,-35.069
-2043.6,347.52,-37.096
-2016.3,-105.2,-14.992
-2384.1,12.652,-34.559
-1691.3,-370.06,-42.311
-1906.8,396.13,-37.601
-2129,181.01,-28.82
-1638.2,399.69,-38.233
-1573.2,363.4,-39.629
-1893.5,428.53,-37.649
-1795.2,-367.96,-37.001
-2032.2,414.41,-37.992
-2141.6,-278.35,-32.101
-2317.5,248.47,-41.533
-1891.3,596.93,-40.756
-1379.7,243.34,-39.358
-2163.6,-109.79,-18.407
-1598.3,201.12,-40.197
-2251.4,-120.21,-23.668
-1541.4,249.88,-43.09
-2072.1,370.43,-43.243
-2164.1,-324.5,-36.53
-2359.2,-64.933,-30.661
-1823.7,571.67,-38.339
-1922.2,505.44,-41.269
-1749,92.767,-35.473
-1730.5,392.95,-39.159
-2323,372.46,-47.031
-1346.3,-4.6845,-36.133
-2144.4,119.49,-26.635
-2215.7,-141.41,-20.652
-1615.2,120.01,-43.824
-1739.6,36.934,-32.459
-2265.6,225.07,-37.127
-2120,-230.4,-28.15
-1861.9,96.093,-19.281
-1609,-238.73,-41.989
-1745.2,-242.84,-37.018
-1942.8,193,-18.439
-1463.7,307.85,-39.368
-2011,72.74,-20.517
-2101.7,-326.2,-35.624
-1990.3,223.63,-30.935
-2197.3,15.516,-22.26
-1773.5,71.016,-29.854
-2263.3,-68.191,-18.282
-2271.9,-75.172,-20.146
-1879.6,-302.13,-29.509
-2033.7,-97.138,-13.572
-1561.2,110.25,-41.826
-1982.2,-435.45,-37.938
-1980.8,525.49,-42.244
-2046.2,141.82,-20.829
-1353.2,34.915,-40.748
-1784,203.19,-30.371
-2318.5,255.57,-41.91
-1721.7,234.05,-36.449
-2167.9,376.21,-43.772
-1718.1,635.56,-31.46
-1763.1,-96.907,-33.022
-1523.4,2.1194,-41.046
-1991.2,-296.43,-32.957
-1490.8,32.752,-42.394
-1422,144.66,-40.596
-1918,39.49,-11.872
-1585.6,-98.325,-42.313
-1645.6,-11.125,-38.293
-1536.7,-30.744,-41.961
-2004.8,639.75,-41.03
-1783.2,468.14,-39.6
-1410.2,21.388,-39.207
-1730.7,197.22,-34.113
-1799.6,-288.25,-34.338
-2382.8,-154.95,-35.43
-2166,321.51,-38.655
-1652.6,366.85,-41.238
-1712.8,-402.62,-40.111
-1513.2,-254.36,-41.92
-2020.7,626.47,-44.462
-2285.6,480.98,-46.897
-1613.3,-64.429,-41.58
-2069.5,591.37,-45.023
-2157.8,144.05,-29.436
-1792.6,601.63,-37.826
-1687.2,436.79,-38.102
-1792,305.04,-32.307
-1619.4,278.63,-39.944
-1798.4,637.9,-35.274
-1841.9,-413.2,-38.482
-1401.1,622.65,-21.969
-1567.1,709.75,-18.158
-1637.2,1146.4,-37.581
-1383.3,1042.5,-22.274
-1936.8,1051.9,-43.84
-1050.7,987.19,-39.618
-1776.7,697.85,-32.41
-1808.4,444.65,-38.969
-1826.2,431.49,-37.208
-1111.1,778.86,-38.441
-1465.4,1128.5,-33.646
-1914,466.55,-39.276
-1187.7,884.63,-35.364
-1374.4,1036.3,-19.909
-2039.8,882.75,-42.427
-1487.1,1247.2,-40.428
-1039.6,823.01,-39.682
-1887.3,930.58,-35.73
-1295.7,1236.5,-38.004
-1997.5,1097.9,-45.846
-1219,845.35,-34.162
-2049.7,956.86,-42.229
-1678.6,695.51,-27.241
-1915.7,1082,-43.573
-1258.9,1023.1,-28.51
-1453.5,1137.6,-37.578
-2078.4,720.66,-44.462
-1292.5,1218.6,-38.46
-1713.4,1151.1,-41.35
-1628.6,394.14,-39.944
-1482.4,374.76,-38.546
-1427.7,1392.5,-42.315
-1195.7,663.88,-37.014
-1487.8,924.53,-15.235
-1636.3,1301.4,-46.192
-1818.4,747.89,-33.246
-1462.8,809,-16.018
-1348.9,557.13,-30.755
-1629.5,1220.2,-44.544
-1285.3,850.35,-25.556
-1716.2,758.68,-23.338
-1865.2,893.1,-35.281
-1183.1,723.03,-38.599
-1575.6,632.33,-18.216
-1387.2,570.77,-27.111
-1215.1,1163.4,-36.566
-1887.4,1029.3,-39.527
-1844.1,1161.3,-45.671
-1248.6,860.84,-28.188
-1816.8,1100.5,-40.856
-1356.7,398.89,-37.345
-2078.4,1006,-46.634
-1325.9,1097.2,-30.14
-1700.3,1250.9,-43.914
-1849.8,764.3,-34.946
-1737.8,674.44,-34.169
-1783,1089.1,-40.182
-1908.5,1012.2,-40.556
-1477.8,681.27,-21.109
-2031.8,738.26,-43.144
-1681,462.05,-40.415
-1646.4,1150.9,-37.157
-1167.8,740.55,-35.625
-2146.7,860.93,-47.527
-1066.8,1056.2,-40.434
-1279.9,1349.8,-39.594
-1224.7,664.62,-36.009
-2122.5,680.21,-44.695
-1102.7,717.97,-38.62
-1850.5,1256.9,-45.385
-1541.6,981.31,-20.387
-1554.2,511.81,-31.972
-1526.4,1183.1,-38.205
-1555.6,829.02,-17.518
-1932.1,1053.8,-41.911
-1681.1,703.97,-28.816
-1046.1,1055.8,-39.732
-1863.5,1426.2,-48.356
-1954.6,527.48,-41.431
-1245.2,607.66,-35.234
-1598.5,816.88,-17.663
-2058,829.26,-43.209
-1704.5,771.55,-21.038
-1856.7,559.73,-39.935
-1565.1,913.76,-19.106
-1469.6,1041,-25.086
-1063.1,1005.3,-39.497
-1820.4,753.05,-34.023
-1307,1157.3,-34.275
-1633.7,1346.9,-43.967
-1393.9,396.05,-37.801
-1733.9,407.33,-39.897
-1500.5,874.96,-17.126
-1409.6,531.94,-27.419
-1245.9,589.24,-37.182
-1560.8,1378.2,-42.857
-1632.3,416.62,-39.54
-1685.3,1272.5,-45.472
-1221.2,509.42,-39.883
-1075.4,866.89,-38.613
-830.94,1938.2,-34.068
-508.96,1662.8,-41.422
-1199.6,1371.9,-37.637
-1184.9,1937.6,-36.995
-1144.3,1545.6,-30.104
-1178.6,2013,-38.688
-632.01,1611.3,-40.374
-748.03,1942.1,-34.539
-446.59,1452,-42.443
-669.67,1642.8,-37.3
-967.02,2273.2,-41.856
-683.88,1980.3,-39.254
-1000,1662.9,-14.306
-1160.2,2096.3,-44.235
-556.83,1853.3,-39.609
-638.98,1903.8,-40.744
-990.11,1805.8,-15.311
-937.94,1604.7,-15.713
-822.28,1579.5,-28.752
-1233.8,1902.5,-39.531
-1401.8,1873.7,-39.893
-674.81,1482.7,-40.967
-419.68,2104.3,-43.471
-1418.5,1672.1,-37.529
-1122.8,1853.2,-29.829
-727.02,1994.2,-39.715
-1038.8,2105.4,-42.566
-676.51,1476,-38.957
-838.17,1408.1,-30.014
-1067.3,1854,-21.373
-1353.6,1837.5,-36.004
-1266.4,1605.1,-30.714
-1207.6,2106.6,-45.115
-1047.8,2138.9,-42.739
-477.32,2043.6,-42.61
-350.98,1624.4,-38.679
-1178,1601.7,-25.978
-453.27,1833.3,-38.274
-827.23,1702.2,-28.858
-1195.6,1860,-33.274
-782.4,2205.2,-44.989
-1292.6,1659.6,-32.203
-528.02,1806.4,-40.296
-438.66,1520.1,-42.8
-806.52,1437,-31.824
-638.14,1606.4,-41.3
-492.58,1813.1,-39.755
-825.36,1413.8,-30.613
-763.13,1892.9,-34.38
-690.49,1582.1,-38.858
-651.06,1295.8,-37.652
-660.02,2057.9,-44.001
-780.15,1979.4,-33.859
-768.81,1756,-32.393
-750.19,2124.7,-44.585
-1109.8,2059.7,-40.456
-361.1,1916.2,-34.144
-756.7,1711.6,-33.923
-1008,2287.6,-47.135
-795.4,1640.3,-29.858
-740.73,2248.5,-47.506
-1030.3,1998.5,-36.92
-861.47,1963.2,-36.389
-1151.9,1549.4,-27.607
-782.88,2158.2,-43.01
-979.03,1721.3,-4.4762
-1112.9,2202.3,-41.817
-1265.5,1922.3,-39.437
-602.16,1524.4,-44.802
-1042.7,1723.8,-11.238
-539.43,1345.9,-39.979
-1432.1,1825.3,-39.766
-785.32,1409.3,-34.08
-727.47,1731.3,-40.074
-958.56,2283.4,-47.128
-662.49,2096.8,-43.773
-1254.6,1598.1,-31.679
-1058,1282,-37.33
-1133.5,1565.8,-23.29
-589.52,2197.2,-47.528
-749.34,1295.4,-37.218
-768.39,1605.8,-29.152
-1180.2,1868.3,-30.814
-1125.1,1534.4,-26.191
-944.49,1539.2,-17.123
-1260.3,1992.7,-42.216
-386.48,1988.5,-38.8
-1414.3,1857.3,-39.761
-1039,2118.1,-37.113
-475.44,1605.9,-42.666
-885.96,1946,-28.302
-404.49,1967.9,-39.33
-1314.1,1503.9,-35.988
-1077.3,1596.6,-18.262
-421.4,1968,-39.697
-354.35,1820.4,-32.803
-1423.6,1772.5,-39.554
-329.4,1701.4,-34.322
-633.17,2138.4,-44.947
-992.08,2294.6,-44.343
-160.31,1251.7,-41.163
-245.06,2152.4,-42.836
-428.95,1785.2,-37.892
-29.986,1344,-40.919
-263.77,1941.8,-32.111
-24.629,1864,-17.894
-337.71,1730.7,-35.542
147.28,1371.7,-40.996
34.764,2087.5,-34.004
-203.63,1932.2,-27.533
27.694,2201.9,-44.917
208.5,1400.4,-38.947
-374.3,1988.9,-40.415
107.82,2298,-44.395
-464.04,1974.9,-41.526
33.951,1561.6,-28.14
-15.959,1584.4,-24.013
54.395,1505.4,-34.073
-99.874,1378.8,-41.425
48.912,1577.2,-29.253
97.748,1616.6,-22.432
218.91,2044.3,-36.523
-538.46,1863.7,-41.959
371.23,1438.3,-37.653
20.808,2077.6,-34.369
388.93,1614.1,-37.07
269.84,1337.4,-42.177
304.13,1809.3,-26.297
-165.66,1991.1,-29.527
416.45,2096.4,-40.97
519.48,1964.1,-41.396
479.22,1559.3,-40.834
496.73,1715.2,-41.037
493.72,1771.9,-39.001
142.99,2264.8,-44.189
52.366,1668.1,-14.825
399.78,1360.9,-41.075
-233.89,2000.3,-37.822
254.6,1598.3,-27.764
222.73,1851.4,-20.479
-539.46,1622.6,-42.714
-209.12,1499.5,-40.983
34.281,1303.9,-42.321
-119.32,1629.3,-24.932
422.69,1489.3,-39.465
499.85,1479.5,-38.825
-393.7,1435.8,-43.807
-5.7787,1329.6,-41.224
-457.88,1622.5,-42.136
-66.269,2268.3,-43.488
-145.68,1753.8,-18.365
116.87,1427.6,-35.958
254.6,1819.3,-18.388
-49.305,1219.7,-42.311
-460.43,1961.8,-39.353
521.06,2040.3,-41.885
118.06,1294.4,-42.432
-249.61,2102.9,-40.26
-397.86,2169.3,-44.882
-154.15,1517.9,-38.735
-52.189,1342.4,-40.263
31.435,2105.8,-37.29
-475.54,2066.2,-44.795
520.64,1515.7,-40.856
-21.628,1516.4,-33.969
-34.667,1491.3,-34.852
-63.797,2179.6,-41.053
-200.12,1533.6,-39.457
-102.9,1445.2,-40.577
26.409,1983.7,-29.436
201.75,2040.7,-37.098
432.37,2144.8,-43.849
402.14,1865.5,-36.687
-352.2,1826.6,-33.097
-188.21,1823.4,-16.468
-64.632,1537,-30.693
-148.26,1237.7,-41.527
-179.61,1747,-23.931
359.14,1597.5,-33.221
424.32,1996.6,-39.526
-295.66,1360.5,-42.501
459.16,1437.1,-41.819
-159.19,2154.2,-41.078
20.367,1838.2,-17.375
330.99,1525.3,-36.107
91.728,1873.2,-27.132
109.77,1491.6,-37.347
542.05,1722.1,-42.492
-15.097,1381.7,-37.792
8.1288,2029.4,-31.536
-450.61,1457.3,-41.311
-219.45,1981.1,-31.494
444.44,1429.3,-41.592
-431.37,2040.9,-41.18
-224.2,2099.2,-39.149
-549.64,1883.3,-40.196
-82.321,2107.5,-36.798
419.5,1568.6,-37.498
202.03,1630,-22.47
-342.29,1405.5,-43.379
832.8,2384.4,-50.224
858.26,2304.6,-46.741
1482.2,1800.7,-42.563
603.62,1903.1,-40.806
1109.8,2210.3,-41.728
911.21,2331.3,-46.502
1078,2323.2,-47.743
1358,2127.6,-41.147
678.13,1659.5,-35.664
1359.1,1992.9,-36.553
1506.2,1865.6,-48.462
815.66,1455.4,-40.124
896.03,1552.9,-29.608
607.77,2156.6,-46.875
1058.9,1526.8,-31.198
823.12,1999.5,-39.881
1074,2345.1,-47.145
775.25,1716.2,-30.011
758.98,1829.9,-32.089
472.43,1770,-40.424
432.07,1872.5,-39.974
757.38,2336.4,-50.127
632.92,2071,-44.265
875.78,1956.4,-33.475
1012.9,1520.7,-29.89
486.56,1682.6,-40.924
762.62,2124.7,-50.472
821.15,1994.7,-38.761
573.71,1542.5,-40.955
720.82,1595.7,-37.117
969.65,1988.9,-31.814
572.96,1891.3,-40.166
886.73,1695.9,-15.482
721.16,1713,-32.285
957.91,2108.8,-35.631
1441.3,1808.4,-42.32
1241.6,1788.5,-23.856
612.7,1980.9,-41.604
743.43,1402.4,-41.642
640.6,2133.7,-45.182
907.64,2453.8,-50.472
993.09,2341.3,-46.528
1005.3,2342.4,-46.703
784.98,1383.9,-42.718
662.84,2072,-44.336
905.96,2344.5,-50.446
589.72,2244.1,-47.027
1100.6,1939.9,-26.115
1306.3,1589,-35.247
852.21,2075.9,-41.224
1046.7,1589.3,-24.174
1313.8,1549.9,-35.185
663.52,1712.7,-35.006
1180.3,2084.5,-38.929
1126.4,2259.2,-44.213
922.11,1507.9,-31.841
393.03,2013.2,-41.206
1397.8,2062.5,-40.048
538.91,1598.9,-39.013
899.36,1875.6,-23.768
1361.2,2205,-42.322
683.49,1590.8,-38.433
521.49,1676.2,-37.713
580.97,1753,-39.051
655.11,2345.5,-48.688
768.98,1768.5,-26.848
1111.5,2252.7,-43.634
1336,1562.9,-36.512
1173.5,1358.4,-39.377
1499.3,2054.7,-44.253
437.63,1875.6,-38.802
430.81,2123.4,-44.856
970.53,1486,-35.22
773.4,1593,-32.686
949.34,2153.9,-43.457
722.27,2147.5,-49.194
1521.4,1958.9,-45.533
1171,1505.1,-31.739
804.63,1559.5,-32.752
1035.6,1921.2,-20.058
882.04,2350.1,-47.853
1143.1,2227.4,-41.812
1044.7,1985.7,-28.029
1028.7,2443,-47.422
1232.7,1991.9,-32.034
1340.3,1708.4,-35.339
1273.2,2015.3,-35.994
435.76,1795.2,-40.537
1104,1688.5,-21.459
1034.2,2055.3,-33.517
600.34,2130.7,-43.999
586.72,1988.3,-42.784
646.34,1815.9,-37.349
1219.7,1916.6,-25.238
884.26,1750.1,-17.77
954.79,2453.3,-49.935
881.07,1524.2,-34.993
500.93,2174.5,-44.728
496.15,1974.9,-39.538
1038.6,1481.3,-33.932
1556,262.54,-40.932
1630.4,276.92,-38.506
1687.1,867.78,-37.308
1023,806.57,-45.524
1354.8,721.63,-32.296
1534.9,352.35,-42.099
1403.4,1199.2,-37.758
1355.2,400.59,-38.575
1090.9,986.57,-41.581
1896.2,563.05,-45.548
1343.6,1157.5,-39.257
1276.8,835.83,-38.034
1740,633.53,-42.558
1438.2,768.13,-24.382
1117.9,1243.3,-45.222
1273.1,662.06,-39.927
1546.5,447.49,-41.081
1865,1103.8,-47.628
1140.7,466.39,-41.099
1278.1,1065.9,-40.633
1294.8,657.26,-41.477
1911,550.19,-42.75
1034.8,562.78,-40.992
1383.2,838,-27.66
1711.6,974.55,-42.8
1620.3,508.91,-41.699
1368.7,490.02,-41.111
993.78,958.36,-42.221
1324.5,546.58,-42.081
1360.3,717.93,-34.662
1667.1,980.53,-36.867
1686.7,1288.9,-46.382
1316.3,529.04,-36.68
1407.5,476.6,-40.406
1530.7,686.87,-26.177
1098.2,569.93,-41.484
1574.4,1195.7,-39.971
1038.9,1133.8,-44.72
1691.3,1246.4,-45.99
1502.1,525.99,-38.589
1771,1111.1,-44.332
1054.5,433.99,-38.247
1572.1,750.36,-30.439
976.41,875.66,-43.45
1362,993.17,-18.507
1247.2,486.1,-39.413
1040.1,1163.5,-41.172
1375.6,948.3,-29.152
1526.4,883.17,-16.364
977.76,1150.7,-43.114
1849.2,1198.7,-47.876
1113.8,874.76,-46.719
898.33,753.88,-41.852
1824.1,1070.8,-47.125
1095.7,377.17,-33.851
1885.3,592.69,-43.049
1001.6,760.78,-44.123
1108.7,582.19,-42.428
1319.7,695.41,-35.645
1901.8,1099,-47.573
1608.7,1273.9,-44.1
1205.2,1180.6,-41.317
1047.8,543.63,-42.652
1128.4,426.4,-38.762
1386.5,699.23,-34.347
1188,345.84,-32.698
1639.1,850.73,-31.224
1737,1102.1,-44.623
1697.2,793.4,-37.69
1489,1262.2,-43.125
1614.9,942.18,-35.401
1064.9,1075.6,-44.211
1302.4,243.91,-29.3
1728.3,959.39,-41.633
1642.1,901.74,-33.619
1392.1,1096.9,-29.566
1822.9,589.48,-45.712
1634.9,445.67,-41.646
1433.1,1203.5,-36.537
1537.3,1353.6,-45.057
886.65,753.17,-40.109
1420.1,377.95,-39.501
1956.9,908.64,-47.644
1501.4,856.77,0.058985
1713.5,973.34,-40.661
1297.4,594.37,-40.999
1288.7,816.54,-35.992
1514.6,560.53,-38.175
1938.3,988.24,-45.361
1234.2,752.56,-40.078
1930.1,944.93,-47.407
1011.9,1188.4,-40.388
1196.6,937.11,-38.992
962.07,866.48,-42.878
