NodeType	NodeID	X_Location	Y_Location	Z_Location	isIndoor
UE1	337	   447.655	  -319.201	       1.5	         0
UE1	338	  -119.066	   361.677	       1.5	         0
UE1	339	  -92.8704	   129.815	       1.5	         0
UE1	340	   437.303	   178.238	       1.5	         0
UE1	341	  -73.7521	  -390.196	       1.5	         0
UE1	342	   414.982	   187.689	       1.5	         0
UE1	343	  -422.289	   72.7792	       1.5	         0
UE1	344	   256.607	   40.6465	       1.5	         0
UE1	345	  -324.761	  -293.929	       1.5	         0
UE1	346	  -339.455	  -248.209	       1.5	         0
UE1	347	   222.984	  -325.417	       1.5	         0
UE1	348	  -366.467	  -129.295	       1.5	         0
UE1	349	  -316.186	   475.135	       1.5	         0
UE1	350	   48.5251	  -498.781	       1.5	         0
UE1	351	   290.087	   171.446	       1.5	         0
UE1	352	  -130.918	   557.899	       1.5	         0
UE1	353	   2.77554	   442.178	       1.5	         0
UE1	354	  -393.435	   210.345	       1.5	         0
UE1	355	  -206.772	  -343.805	       1.5	         0
UE1	356	  -39.5889	   355.398	       1.5	         0
UE1	357	   322.032	  -88.9502	       1.5	         0
UE1	358	   377.958	   17.0097	       1.5	         0
UE1	359	    78.387	  -67.5466	       1.5	         0
UE1	360	  -275.292	  -303.265	       1.5	         0
UE1	361	    -216.4	  -175.503	       1.5	         0
UE1	362	   379.425	   84.8937	       1.5	         0
UE1	363	  -135.273	  -421.665	       1.5	         0
UE1	364	   101.276	  -66.3826	       1.5	         0
UE1	365	  -431.589	  -194.482	       1.5	         0
UE1	366	   139.466	  -444.669	       1.5	         0
UE1	367	   167.614	   14.9293	       1.5	         0
UE1	368	  -190.517	  -226.518	       1.5	         0
UE1	369	    -66.56	  -125.433	       1.5	         0
UE1	370	   214.824	  -256.464	       1.5	         0
UE1	371	  -199.076	   -56.512	       1.5	         0
UE1	372	  -75.8577	  -401.356	       1.5	         0
UE1	373	  -479.506	   110.707	       1.5	         0
UE1	374	    310.15	  -143.393	       1.5	         0
UE1	375	   26.0834	   -432.45	       1.5	         0
UE1	376	   213.786	  -277.176	       1.5	         0
UE1	377	   158.183	  -520.721	       1.5	         0
UE1	378	   178.136	  -365.937	       1.5	         0
UE1	379	  -488.464	   66.0403	       1.5	         0
UE1	380	  -119.546	  -31.9579	       1.5	         0
UE1	381	  -275.668	   192.834	       1.5	         0
UE1	382	  -118.852	  -353.132	       1.5	         0
UE1	383	  -298.465	   152.076	       1.5	         0
UE1	384	  -76.5219	  -162.962	       1.5	         0
UE1	385	  -339.577	   254.631	       1.5	         0
UE1	386	  -511.783	   227.092	       1.5	         0
UE1	387	  -109.345	  -198.114	       1.5	         0
UE1	388	   -197.42	   74.2435	       1.5	         0
UE1	389	   259.029	  -239.503	       1.5	         0
UE1	390	  -459.652	   45.4603	       1.5	         0
UE1	391	   310.394	  -128.361	       1.5	         0
UE1	392	    493.75	   27.5071	       1.5	         0
UE1	393	   70.9309	   521.171	       1.5	         0
UE1	394	   54.5762	    482.11	       1.5	         0
UE1	395	  -471.022	  -188.953	       1.5	         0
UE1	396	   10.9478	  -566.286	       1.5	         0
UE1	397	   293.071	   253.763	       1.5	         0
UE1	398	  -309.698	   288.783	       1.5	         0
UE1	399	   33.9991	  -138.019	       1.5	         0
UE1	400	  -163.485	  -187.645	       1.5	         0
UE1	401	  -122.018	  -90.7693	       1.5	         0
UE1	402	   209.019	   216.126	       1.5	         0
UE1	403	   72.8478	    429.65	       1.5	         0
UE1	404	  -154.369	   104.696	       1.5	         0
UE1	405	   511.115	  -186.784	       1.5	         0
UE1	406	  -15.9379	  -541.602	       1.5	         0
UE1	407	   68.0001	    496.45	       1.5	         0
UE1	408	  -290.317	  -260.384	       1.5	         0
UE1	409	  -457.232	  -270.927	       1.5	         0
UE1	410	   113.493	   188.886	       1.5	         0
UE1	411	  -397.866	  -383.389	       1.5	         0
UE1	412	   382.461	   314.065	       1.5	         0
UE1	413	  -273.457	   297.237	       1.5	         0
UE1	414	  -34.6221	   225.851	       1.5	         0
UE1	415	  -522.803	  -172.307	       1.5	         0
UE1	416	   -124.11	   188.033	       1.5	         0
UE1	417	   392.543	   -50.568	       1.5	         0
UE1	418	  -230.814	   119.453	       1.5	         0
